,timestamp,user,nofol,retfl,noret,nofav,text,picurl,time,date
1033,2016-12-20 12:36:00,TNewstg,607,False,0,0,Minister #KTR Slams Congress Over Family Politics | #Assembly | #Telangana | #TNews https://t.co/lfZtKOdWDK,http://pbs.twimg.com/profile_images/679341696258195456/VovMxSUu_normal.jpg,12:36:00,2016-12-20
1034,2016-12-20 11:53:00,Telugu360,21623,False,0,2,"Jana Reddy – KTR clashes over claims on Telangana 
https://t.co/dtkWHArd11
#MyTelangana #Telangana #KTR #TRS #Congress",http://pbs.twimg.com/profile_images/787398526854688768/2dVlK76q_normal.jpg,11:53:00,2016-12-20
1035,2016-12-20 11:14:00,TNewstg,607,False,0,0,Big Byte | Minister #KTR Strong Counter To Jana Reddy In #Assembly | #Telangana | #TNews https://t.co/VwVYKaqExY,http://pbs.twimg.com/profile_images/679341696258195456/VovMxSUu_normal.jpg,11:14:00,2016-12-20
1036,2016-12-20 11:04:00,TNewstg,607,False,0,0,Assembly Session | Minister #KTR Speaks Over Mission Bhageeratha Project | #TNews https://t.co/mvun3qdl45,http://pbs.twimg.com/profile_images/679341696258195456/VovMxSUu_normal.jpg,11:04:00,2016-12-20
1037,2016-12-20 10:43:00,aravind_nakka,33,True,1,0,"RT @NtvteluguHD: Minister #KTR counter to #JanaReddy.
https://t.co/lmzcc0vR38
#NTVTelugu #Telangana #assembly #wintersession #TRS #Congress",http://pbs.twimg.com/profile_images/591816915284201472/t4ZXQsbn_normal.jpg,10:43:00,2016-12-20
1038,2016-12-20 09:41:00,NtvteluguHD,3075,False,1,0,"Minister #KTR counter to #JanaReddy.
#NTVTelugu #Telangana #assembly #wintersession #TRS #Congress",http://pbs.twimg.com/profile_images/554598325127630848/JIssp74q_normal.jpeg,09:41:00,2016-12-20
1039,2016-12-20 09:32:00,TNewstg,607,False,0,0,Minister #KTR Strong Counter To Jana Reddy In Assembly | #Telangana | #TNews https://t.co/VLZCqBi403,http://pbs.twimg.com/profile_images/679341696258195456/VovMxSUu_normal.jpg,09:32:00,2016-12-20
1040,2016-12-20 06:04:00,TNewstg,607,False,0,0,Minister #KTR #Speaks On #Pollution_Control In #Legislative_Council |#Telangana |#TNews https://t.co/VBpMtk9EhS,http://pbs.twimg.com/profile_images/679341696258195456/VovMxSUu_normal.jpg,06:04:00,2016-12-20
1041,2016-12-20 05:19:00,TNewstg,607,False,0,0,Minister #KTR #Speaks About #Leather_Parks In #Legislative_Council |#Telangana |#TNews https://t.co/K9scktT0MR,http://pbs.twimg.com/profile_images/679341696258195456/VovMxSUu_normal.jpg,05:19:00,2016-12-20
1042,2016-12-19 16:26:00,NethaAakash,1,False,1,0,"We want justice. It is shame, till no actions were taken on the persons responsible for it. #Srija_suicide #IIITBasar #We_Want_Justice #KTR",http://abs.twimg.com/sticky/default_profile_images/default_profile_2_normal.png,16:26:00,2016-12-19
1043,2016-12-19 14:22:00,TNewstg,607,False,0,0,#KTR Speaks on IT development In All Over the Villages in Telangana | #TNews https://t.co/1bAnTPDMBw,http://pbs.twimg.com/profile_images/679341696258195456/VovMxSUu_normal.jpg,14:22:00,2016-12-19
1044,2016-12-19 14:21:00,TNewstg,607,False,0,0,IT Minister #KTR Speaks Over The Industrial Policies | No Corruptions | #TNews https://t.co/2E01R7mTOv,http://pbs.twimg.com/profile_images/679341696258195456/VovMxSUu_normal.jpg,14:21:00,2016-12-19
1045,2016-12-18 14:44:00,vinodmatam8,19,False,0,0,"No cashless @osdshilparamam, staff demand cash to buy entrance tickets, No altr opts avb #ktr #Hyderabad #pmoindia… https://t.co/qkMxjuZ3ZW",http://pbs.twimg.com/profile_images/807603663447277569/eq5P0rwu_normal.jpg,14:44:00,2016-12-18
